Romain Lucken, LPP. Reference : M. Lieberman and A. Lichtenberg, Principles of Plasma Discharges and Material Processing
Generated on 18 Apr 2017. All rights reserved.
RECOMMENDED REFERENCE FORMAT (lxcat database format ww.lxcat.net)
Be aware that some databases and solvers can additionally have instructions how to reference corresponding data.
Please check below in the headers of databases.

CROSS SECTION DATA FORMAT

In downloaded files, each collision process is defined by a block consisting of 

1st line 
Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation, ionization, or attachment (capital letters required, key words are case sensitive), where 'elastic' is used to denote the elastic momentum transfer cross section and where 'effective' denotes the total momentum transfer cross section (sum of elastic momentum transfer and total inelastic cross sections). The latter is useful for solving the Boltzmann equation in the 2-term approximation. 

2nd line
Name of the target particle species. This name is a character string, freely chosen by the user, e.g. 'I'. Optionally for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from the first name either by arrow "->" (dash + greater than) or by double-head arrow '<->' (less than + dash +greater than), e.g. 'I -> I*' and 'I <-> I*', respectively. In the later case BOLSIG+ will automaticallydefine the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
the 3rd line (see below).  Alternatively, superelastic collisions could be defined explicitly as excitation collisions with a negative electron energy loss with user input cross sections and species name, 'I*', for example.

3rd line
For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head arrow '<->', the 3rd line must specify also ratio of the statistical weights of the final state to the initial state as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section.

from 4th line (optionally)
User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
must not start with a number.

Finally
Table of the cross section as a function of energy. The table starts and ends by a line of dashes '------' (at least 5), and has otherwise two numbers per line: the energy in eV and the cross section in m2.

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         Data gathered by Romain Lucken with assumptions referring to M. Lieberman and A. Lichtenberg, Principles of Plasma Discharges and Material Processing
PERMLINK:         
DESCRIPTION:      Cross sections for ion-neutral elastic collisions are assumed to follow the Langevin capture cross section.
                  Backscattering cross section is assumed constant (depends only on ionization energy).
                
CONTACT:          Romain Lucken, romain.lucken@lpp.polytechnique.fr
HOW TO REFERENCE: R. Lucken 2017
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

**************************************************************************************************************

-----------------------------

CEX - CHARGE EXCHANGE


SPECIES: I^+ / I^-
PROCESS: I+ + I -> , Isotropic
PARAM.:  Mi = 126.9, Mi/M = 1, complete set
COMMENT: I+ in I: Langevin capture cross section
UPDATED: 2017-04-18
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
1.000000000000000021e-02	0.000000000000000000e+00





-----------------------------

SPECIES: I^+ / I
PROCESS: I+ + I -> , Backscat
PARAM.:  Mi = 126.9, Mi/M = 1, complete set
COMMENT: Constant
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.000000000000000021e-02	8.638734227375628079e-19
2.522512562814070325e+00	8.638734227375628079e-19
5.035025125628140863e+00	8.638734227375628079e-19
7.547537688442211845e+00	8.638734227375628079e-19
1.006005025125628194e+01	8.638734227375628079e-19
1.257256281407035203e+01	8.638734227375628079e-19
1.508507537688442390e+01	8.638734227375628079e-19
1.759758793969849577e+01	8.638734227375628079e-19
2.011010050251256587e+01	8.638734227375628079e-19
2.262261306532663596e+01	8.638734227375628079e-19
2.513512562814070606e+01	8.638734227375628079e-19
2.764763819095477615e+01	8.638734227375628079e-19
3.016015075376884980e+01	8.638734227375628079e-19
3.267266331658291278e+01	8.638734227375628079e-19
3.518517587939698643e+01	8.638734227375628079e-19
3.769768844221105297e+01	8.638734227375628079e-19
4.021020100502512662e+01	8.638734227375628079e-19
4.272271356783920027e+01	8.638734227375628079e-19
4.523522613065326681e+01	8.638734227375628079e-19
4.774773869346734045e+01	8.638734227375628079e-19
5.026025125628140700e+01	8.638734227375628079e-19
5.277276381909548064e+01	8.638734227375628079e-19
5.528527638190954718e+01	8.638734227375628079e-19
5.779778894472362083e+01	8.638734227375628079e-19
6.031030150753769448e+01	8.638734227375628079e-19
6.282281407035176102e+01	8.638734227375628079e-19
6.533532663316583466e+01	8.638734227375628079e-19
6.784783919597991542e+01	8.638734227375628079e-19
7.036035175879398196e+01	8.638734227375628079e-19
7.287286432160804850e+01	8.638734227375628079e-19
7.538537688442211504e+01	8.638734227375628079e-19
7.789788944723619579e+01	8.638734227375628079e-19
8.041040201005026233e+01	8.638734227375628079e-19
8.292291457286432887e+01	8.638734227375628079e-19
8.543542713567840963e+01	8.638734227375628079e-19
8.794793969849247617e+01	8.638734227375628079e-19
9.046045226130654271e+01	8.638734227375628079e-19
9.297296482412060925e+01	8.638734227375628079e-19
9.548547738693469000e+01	8.638734227375628079e-19
9.799798994974875654e+01	8.638734227375628079e-19
1.005105025125628231e+02	8.638734227375628079e-19
1.030230150753769038e+02	8.638734227375628079e-19
1.055355276381909704e+02	8.638734227375628079e-19
1.080480402010050369e+02	8.638734227375628079e-19
1.105605527638191035e+02	8.638734227375628079e-19
1.130730653266331842e+02	8.638734227375628079e-19
1.155855778894472508e+02	8.638734227375628079e-19
1.180980904522613173e+02	8.638734227375628079e-19
1.206106030150753980e+02	8.638734227375628079e-19
1.231231155778894646e+02	8.638734227375628079e-19
1.256356281407035311e+02	8.638734227375628079e-19
1.281481407035175835e+02	8.638734227375628079e-19
1.306606532663316500e+02	8.638734227375628079e-19
1.331731658291457165e+02	8.638734227375628079e-19
1.356856783919598115e+02	8.638734227375628079e-19
1.381981909547738780e+02	8.638734227375628079e-19
1.407107035175879446e+02	8.638734227375628079e-19
1.432232160804020111e+02	8.638734227375628079e-19
1.457357286432160777e+02	8.638734227375628079e-19
1.482482412060301442e+02	8.638734227375628079e-19
